"previous_year_rating";"education = Below Secondary";"employee_id";"department";"region";"gender";"recruitment_channel";"no_of_trainings";"age";"length_of_service";"awards_won?";"avg_training_score";"is_promoted"
4.0;0;34447;"Operations";"region_2";"f";"sourcing";1;30;5;0;56;"No"
4.0;0;21270;"Sales & Marketing";"region_28";"m";"other";1;23;2;0;46;"No"
3.1974214343271554;0;5768;"Operations";"region_22";"m";"other";1;24;1;0;65;"No"
5.0;0;64676;"Technology";"region_27";"m";"sourcing";1;28;4;0;91;"Yes"
2.0;0;36787;"Sales & Marketing";"region_2";"f";"other";1;36;4;0;50;"No"
3.0;0;23419;"Analytics";"region_32";"f";"sourcing";1;29;2;0;87;"No"
3.0;0;42793;"Sales & Marketing";"region_2";"m";"other";1;21;2;1;64;"Yes"
3.0;0;56457;"Sales & Marketing";"region_1";"m";"sourcing";1;29;6;0;47;"No"
3.0;0;14892;"Analytics";"region_22";"m";"other";1;28;3;0;81;"No"
4.0;0;20096;"Analytics";"region_22";"m";"other";1;27;3;0;83;"No"
3.1974214343271554;0;557;"Sales & Marketing";"region_26";"m";"other";1;26;1;0;52;"No"
3.0;0;2830;"Sales & Marketing";"region_22";"m";"sourcing";1;25;3;0;48;"No"
5.0;0;43216;"Analytics";"region_10";"m";"sourcing";1;28;3;0;85;"No"
3.1974214343271554;0;37379;"Sales & Marketing";"region_2";"m";"other";4;25;1;0;47;"No"
3.1974214343271554;0;62673;"Sales & Marketing";"region_28";"m";"sourcing";1;26;1;0;45;"No"
3.1974214343271554;0;50502;"Sales & Marketing";"region_2";"m";"other";1;22;1;0;52;"No"
3.1974214343271554;0;26356;"Sales & Marketing";"region_26";"m";"other";1;23;1;0;46;"No"
3.1974214343271554;0;22712;"Sales & Marketing";"region_32";"f";"other";1;29;1;0;50;"No"
1.0;0;50195;"Sales & Marketing";"region_14";"m";"sourcing";1;23;2;0;53;"No"
3.1974214343271554;1;76760;"Technology";"region_2";"f";"other";1;26;1;0;81;"No"
4.0;0;9749;"Sales & Marketing";"region_7";"f";"other";1;24;2;0;53;"Yes"
4.0;0;35098;"R&D";"region_22";"m";"other";1;31;5;0;82;"No"
3.0;1;69979;"Operations";"region_22";"m";"sourcing";1;26;4;0;58;"No"
3.1974214343271554;1;9161;"Operations";"region_22";"f";"sourcing";2;24;1;0;61;"No"
3.0;1;57362;"Operations";"region_2";"m";"other";2;25;1;0;56;"No"
2.0;0;57492;"Sales & Marketing";"region_21";"m";"sourcing";1;30;5;0;47;"No"
5.0;1;61871;"Legal";"region_22";"m";"sourcing";1;24;2;0;60;"No"
3.1974214343271554;0;6040;"Sales & Marketing";"region_13";"m";"other";1;22;1;0;50;"No"
1.0;0;55190;"Finance";"region_2";"m";"sourcing";1;31;2;0;63;"No"
3.0;0;60903;"HR";"region_2";"f";"sourcing";1;34;7;0;48;"No"
3.1974214343271554;1;50231;"Technology";"region_2";"m";"sourcing";1;21;1;0;81;"No"
3.1974214343271554;0;51955;"Sales & Marketing";"region_7";"f";"other";1;25;1;0;52;"No"
5.0;0;10189;"Analytics";"region_2";"m";"other";1;35;5;0;82;"No"
3.1974214343271554;1;44603;"HR";"region_2";"m";"sourcing";1;20;1;0;44;"No"
5.0;0;67764;"Sales & Marketing";"region_2";"m";"other";1;28;3;0;51;"No"
5.0;0;75707;"Sales & Marketing";"region_31";"m";"other";1;31;6;0;45;"No"
3.0;0;11487;"Sales & Marketing";"region_2";"m";"other";2;31;6;0;51;"No"
1.0;0;75857;"Sales & Marketing";"region_7";"m";"sourcing";1;24;2;1;50;"No"
3.1974214343271554;0;38895;"Analytics";"region_22";"m";"other";2;26;1;0;85;"No"
3.1974214343271554;0;24570;"Sales & Marketing";"region_2";"m";"other";1;23;1;0;49;"No"
1.0;0;10510;"Sales & Marketing";"region_31";"m";"sourcing";1;27;6;0;45;"No"
3.0;0;42456;"Sales & Marketing";"region_27";"m";"other";1;39;7;0;53;"No"
1.0;0;136;"Sales & Marketing";"region_22";"m";"other";3;28;2;0;50;"No"
3.0;0;39242;"Sales & Marketing";"region_31";"f";"other";1;27;3;0;50;"No"
1.0;0;36010;"Operations";"region_15";"f";"other";1;33;7;0;57;"No"
1.0;0;33955;"Sales & Marketing";"region_15";"m";"other";1;20;2;0;53;"No"
5.0;0;53890;"Sales & Marketing";"region_5";"m";"other";1;23;2;0;50;"No"
5.0;1;70837;"Finance";"region_2";"m";"other";2;24;2;0;62;"Yes"
4.0;0;20819;"Sales & Marketing";"region_7";"m";"other";1;32;8;0;50;"No"
2.0;0;3410;"Sales & Marketing";"region_2";"f";"sourcing";1;38;2;0;51;"No"
3.0;0;3551;"Finance";"region_2";"f";"sourcing";1;27;2;0;64;"No"
3.0;0;44006;"Sales & Marketing";"region_2";"f";"other";2;40;8;0;52;"No"
2.0;0;45084;"Sales & Marketing";"region_22";"m";"other";1;25;3;0;54;"No"
3.1974214343271554;0;77342;"Sales & Marketing";"region_31";"m";"sourcing";1;23;1;0;47;"No"
2.0;1;6033;"Procurement";"region_2";"f";"other";1;22;2;0;64;"No"
5.0;0;37292;"Sales & Marketing";"region_2";"f";"sourcing";1;31;4;0;49;"No"
3.1974214343271554;1;11049;"Finance";"region_2";"f";"other";2;22;1;0;60;"No"
3.0;0;53072;"Analytics";"region_28";"m";"other";1;35;6;0;87;"No"
1.0;1;11468;"Finance";"region_2";"m";"other";1;23;2;0;61;"No"
4.0;0;19510;"Sales & Marketing";"region_2";"m";"other";1;34;8;0;58;"Yes"
2.0;0;71079;"Analytics";"region_30";"m";"sourcing";1;28;2;0;84;"No"
1.0;0;39621;"Sales & Marketing";"region_2";"m";"other";1;25;3;0;53;"No"
5.0;0;4608;"Sales & Marketing";"region_15";"m";"other";1;35;9;0;47;"No"
3.0;0;64649;"Operations";"region_27";"m";"sourcing";1;26;3;0;59;"No"
5.0;0;6220;"Operations";"region_22";"m";"other";1;29;4;0;63;"No"
5.0;1;6703;"HR";"region_2";"m";"sourcing";1;21;2;0;50;"No"
2.0;0;9177;"Sales & Marketing";"region_2";"m";"sourcing";1;38;3;0;49;"No"
2.0;0;65881;"Sales & Marketing";"region_2";"m";"sourcing";1;36;4;0;48;"No"
3.0;0;39160;"Sales & Marketing";"region_25";"m";"other";1;32;10;0;48;"No"
3.0;0;61983;"Sales & Marketing";"region_2";"m";"sourcing";1;49;4;0;48;"No"
3.0;1;2659;"Finance";"region_2";"m";"sourcing";1;26;3;0;60;"No"
3.1974214343271554;1;65254;"Operations";"region_7";"m";"sourcing";2;25;1;0;59;"No"
3.1974214343271554;0;55445;"Sales & Marketing";"region_2";"m";"sourcing";1;20;1;0;47;"No"
4.0;0;27030;"Sales & Marketing";"region_2";"m";"other";1;42;2;0;47;"No"
3.0;0;65665;"Sales & Marketing";"region_27";"m";"sourcing";1;30;3;0;51;"No"
1.0;1;34848;"Technology";"region_2";"m";"other";1;20;2;0;74;"No"
3.1974214343271554;0;42088;"Sales & Marketing";"region_26";"f";"sourcing";1;24;1;0;49;"No"
3.1974214343271554;0;33087;"Sales & Marketing";"region_2";"m";"other";1;23;1;0;49;"No"
3.0;0;70670;"Operations";"region_2";"f";"other";1;50;3;0;55;"Yes"
3.0;0;33796;"Sales & Marketing";"region_23";"m";"other";1;37;8;0;47;"No"
3.1974214343271554;1;28201;"Procurement";"region_2";"f";"sourcing";1;20;1;0;65;"No"
3.1974214343271554;1;48023;"Operations";"region_2";"m";"other";1;21;1;0;60;"No"
5.0;1;2541;"Operations";"region_7";"m";"other";1;26;4;0;59;"No"
5.0;0;65861;"Sales & Marketing";"region_2";"m";"other";1;43;11;0;51;"Yes"
3.0;0;46176;"Sales & Marketing";"region_2";"m";"sourcing";1;28;2;1;47;"No"
3.0;0;59243;"Analytics";"region_9";"m";"other";1;30;4;0;86;"No"
3.0;0;19181;"Sales & Marketing";"region_9";"m";"sourcing";1;28;3;0;52;"No"
3.0;0;64473;"R&D";"region_22";"m";"other";1;30;4;0;84;"No"
3.0;0;74874;"Sales & Marketing";"region_25";"m";"sourcing";1;27;3;0;49;"No"
3.0;0;29223;"Sales & Marketing";"region_31";"m";"other";1;27;3;0;47;"No"
4.0;0;11210;"Sales & Marketing";"region_2";"f";"other";1;21;1;0;51;"No"
5.0;0;14050;"Operations";"region_32";"f";"other";1;29;2;0;57;"No"
3.0;0;20289;"Sales & Marketing";"region_9";"m";"other";1;27;4;0;52;"No"
3.0;0;64879;"Sales & Marketing";"region_2";"m";"sourcing";1;22;2;0;52;"No"
3.0;0;73949;"Operations";"region_2";"f";"other";1;31;9;0;62;"No"
3.1974214343271554;1;65387;"Legal";"region_2";"m";"other";1;29;1;0;62;"No"
3.0;0;37355;"Sales & Marketing";"region_32";"m";"other";2;24;3;0;58;"No"
4.0;0;4785;"Sales & Marketing";"region_2";"m";"other";1;22;2;0;52;"No"
3.0;0;57993;"Sales & Marketing";"region_2";"f";"other";1;24;2;0;52;"No"
4.0;0;57862;"Sales & Marketing";"region_2";"f";"sourcing";1;28;6;0;52;"No"
5.0;0;71399;"Finance";"region_30";"f";"other";1;28;3;0;63;"No"
3.0;1;66953;"Technology";"region_6";"m";"other";1;24;2;0;82;"No"
3.0;1;28567;"Operations";"region_2";"f";"other";1;24;2;0;62;"No"
3.1974214343271554;1;21567;"HR";"region_2";"m";"referred";1;22;1;0;48;"No"
5.0;0;22691;"Analytics";"region_7";"m";"sourcing";1;29;3;0;87;"Yes"
3.1974214343271554;0;24606;"Analytics";"region_31";"m";"other";1;29;1;0;84;"No"
3.0;0;70792;"Sales & Marketing";"region_28";"m";"other";2;34;4;0;49;"No"
5.0;0;23016;"Sales & Marketing";"region_22";"m";"sourcing";1;25;3;0;55;"No"
3.1974214343271554;1;29353;"Operations";"region_7";"m";"other";1;22;1;0;59;"No"
3.1974214343271554;0;28106;"Sales & Marketing";"region_6";"m";"other";1;23;1;0;52;"No"
3.1974214343271554;1;45862;"Operations";"region_16";"f";"other";1;23;1;0;60;"No"
3.1974214343271554;1;56886;"Finance";"region_2";"m";"sourcing";1;23;1;0;59;"No"
3.0;0;72820;"Sales & Marketing";"region_7";"m";"other";1;28;4;0;46;"No"
3.0;1;72849;"Technology";"region_2";"m";"other";4;21;2;0;79;"No"
1.0;0;7694;"Sales & Marketing";"region_22";"f";"other";1;27;3;0;46;"No"
4.0;0;40802;"Technology";"region_2";"f";"other";1;35;3;0;81;"No"
1.0;0;9597;"Technology";"region_15";"m";"other";1;34;11;0;79;"No"
4.0;0;73307;"Operations";"region_27";"m";"other";1;27;3;0;64;"No"
3.1974214343271554;1;48054;"Procurement";"region_2";"m";"sourcing";4;24;1;0;69;"No"
4.0;0;40703;"Sales & Marketing";"region_28";"m";"other";1;26;4;0;42;"No"
2.0;0;30440;"Sales & Marketing";"region_22";"m";"other";2;27;5;0;46;"No"
5.0;0;25271;"Sales & Marketing";"region_22";"m";"other";1;30;4;0;47;"No"
3.0;0;27083;"Sales & Marketing";"region_7";"m";"sourcing";3;25;1;0;45;"No"
4.0;0;21192;"Sales & Marketing";"region_19";"m";"other";1;34;7;0;53;"No"
1.0;0;64807;"Sales & Marketing";"region_15";"m";"other";1;27;3;0;51;"No"
3.1974214343271554;0;38567;"Sales & Marketing";"region_28";"m";"sourcing";1;30;1;0;49;"No"
3.1974214343271554;0;55665;"Sales & Marketing";"region_22";"m";"other";1;28;1;0;49;"No"
5.0;1;14046;"Technology";"region_2";"f";"referred";1;22;2;0;76;"No"
2.0;0;47981;"Sales & Marketing";"region_28";"m";"other";1;28;3;0;49;"No"
3.0;0;72313;"Sales & Marketing";"region_2";"m";"other";2;29;3;0;54;"No"
4.0;0;14714;"Sales & Marketing";"region_2";"m";"other";1;26;2;0;51;"No"
5.0;1;57020;"Finance";"region_22";"f";"sourcing";2;25;2;0;66;"No"
3.0;0;65456;"Sales & Marketing";"region_15";"m";"other";2;23;2;0;46;"No"
3.0;0;39609;"Finance";"region_2";"m";"sourcing";2;32;3;0;59;"No"
3.1974214343271554;0;9015;"Analytics";"region_22";"m";"sourcing";1;25;1;0;83;"No"
3.1974214343271554;1;31064;"Procurement";"region_7";"f";"other";1;25;1;0;71;"No"
3.0;0;36041;"Sales & Marketing";"region_2";"m";"other";1;53;8;0;52;"No"
5.0;0;53205;"Analytics";"region_7";"m";"sourcing";1;31;7;0;85;"No"
3.0;0;15015;"Sales & Marketing";"region_31";"f";"sourcing";1;27;3;0;43;"No"
4.0;0;70646;"Operations";"region_2";"m";"other";1;30;3;0;61;"No"
4.0;0;21743;"Sales & Marketing";"region_2";"m";"sourcing";1;47;24;0;54;"No"
3.0;1;34425;"HR";"region_22";"m";"other";1;23;2;0;52;"No"
3.0;0;15456;"Sales & Marketing";"region_15";"m";"sourcing";1;22;1;0;50;"No"
3.0;1;9671;"Operations";"region_31";"m";"sourcing";1;25;3;0;57;"No"
4.0;0;30973;"Sales & Marketing";"region_28";"m";"other";1;25;3;0;55;"No"
2.0;0;22829;"Operations";"region_2";"m";"sourcing";1;46;3;0;57;"No"
4.0;0;63951;"R&D";"region_2";"m";"sourcing";2;27;2;0;89;"No"
3.0;0;45184;"Sales & Marketing";"region_2";"m";"other";1;24;2;0;50;"No"
3.1974214343271554;0;13853;"Sales & Marketing";"region_22";"m";"sourcing";2;27;1;0;48;"No"
5.0;0;386;"Sales & Marketing";"region_2";"m";"other";1;36;7;0;51;"No"
3.0;0;66215;"Operations";"region_2";"f";"other";1;28;2;0;62;"No"
3.1974214343271554;0;60658;"Operations";"region_31";"m";"sourcing";1;27;1;0;60;"No"
5.0;0;55075;"Sales & Marketing";"region_7";"m";"other";1;31;5;0;48;"No"
3.0;0;1928;"Sales & Marketing";"region_5";"m";"other";1;23;2;0;49;"No"
4.0;0;65097;"Analytics";"region_2";"m";"sourcing";1;24;2;0;88;"No"
1.0;0;29768;"Sales & Marketing";"region_16";"m";"other";1;33;6;0;50;"No"
3.0;0;37382;"Sales & Marketing";"region_26";"m";"other";1;24;3;0;51;"No"
3.0;0;64246;"Sales & Marketing";"region_13";"m";"sourcing";1;46;13;0;49;"No"
3.0;0;26720;"Analytics";"region_27";"m";"sourcing";1;31;3;0;97;"Yes"
3.0;0;26906;"Technology";"region_2";"f";"other";1;51;7;0;80;"No"
3.1974214343271554;1;6144;"HR";"region_22";"f";"other";1;23;1;0;48;"No"
3.0;1;62598;"Finance";"region_7";"f";"other";1;24;2;0;52;"No"
2.0;0;41483;"HR";"region_2";"f";"sourcing";1;28;5;0;49;"No"
1.0;0;61084;"Technology";"region_2";"m";"other";1;38;7;0;84;"No"
1.0;0;68771;"Operations";"region_2";"f";"sourcing";1;30;3;0;65;"No"
4.0;0;38782;"Sales & Marketing";"region_7";"m";"other";1;36;6;0;48;"No"
3.0;0;56288;"Sales & Marketing";"region_9";"m";"sourcing";1;26;2;0;46;"No"
3.1974214343271554;1;43077;"Technology";"region_5";"m";"other";2;23;1;0;79;"No"
5.0;0;27878;"Sales & Marketing";"region_7";"m";"other";1;37;4;0;49;"Yes"
3.1974214343271554;1;29696;"Technology";"region_2";"m";"sourcing";4;24;1;0;83;"Yes"
3.1974214343271554;0;66876;"Sales & Marketing";"region_7";"m";"sourcing";2;26;1;0;51;"No"
4.0;1;4715;"Operations";"region_32";"m";"sourcing";1;24;2;0;60;"No"
3.0;0;3165;"Procurement";"region_2";"f";"sourcing";1;53;4;0;75;"No"
5.0;0;59010;"Analytics";"region_15";"m";"sourcing";1;33;7;1;91;"Yes"
3.1974214343271554;0;15961;"Operations";"region_8";"f";"other";1;29;1;0;59;"No"
5.0;0;13955;"Sales & Marketing";"region_2";"m";"other";1;28;7;0;53;"No"
3.1974214343271554;1;57223;"Finance";"region_2";"f";"other";1;26;1;0;62;"No"
3.0;0;17802;"Sales & Marketing";"region_15";"m";"sourcing";1;45;5;0;51;"No"
3.0;1;36496;"Operations";"region_22";"f";"sourcing";1;24;2;0;61;"No"
3.0;0;47602;"Procurement";"region_7";"m";"other";1;31;2;0;73;"No"
3.1974214343271554;0;69892;"Sales & Marketing";"region_22";"f";"other";1;27;1;0;45;"No"
5.0;0;48164;"Sales & Marketing";"region_28";"m";"other";1;29;1;0;46;"No"
3.0;0;18249;"Sales & Marketing";"region_22";"f";"sourcing";2;28;6;0;50;"No"
5.0;0;56216;"Sales & Marketing";"region_22";"m";"sourcing";1;24;1;0;50;"No"
3.1974214343271554;0;14754;"Sales & Marketing";"region_2";"m";"sourcing";1;22;1;0;50;"No"
3.0;0;72461;"HR";"region_2";"m";"other";1;44;3;0;49;"No"
4.0;0;15261;"Sales & Marketing";"region_2";"m";"other";1;35;5;0;52;"No"
3.0;0;38477;"Operations";"region_2";"f";"other";1;39;7;0;59;"No"
5.0;0;23647;"HR";"region_32";"f";"other";1;27;2;0;50;"No"
1.0;0;4196;"Sales & Marketing";"region_7";"m";"other";1;47;17;0;51;"No"
3.1974214343271554;1;62950;"Operations";"region_22";"m";"other";1;21;1;0;59;"No"
2.0;0;67776;"Technology";"region_2";"f";"other";1;42;14;0;80;"No"
4.0;1;1557;"Operations";"region_25";"m";"sourcing";1;25;2;0;59;"No"
1.0;0;4283;"Sales & Marketing";"region_9";"m";"sourcing";1;26;2;0;48;"No"
3.0;0;31753;"Sales & Marketing";"region_6";"m";"sourcing";1;31;5;0;54;"No"
3.0;0;4207;"Analytics";"region_15";"m";"other";1;27;4;0;82;"No"
1.0;0;2154;"Sales & Marketing";"region_6";"m";"sourcing";1;26;3;0;46;"No"
5.0;1;17402;"HR";"region_2";"m";"other";1;26;2;0;48;"No"
3.0;0;60810;"Sales & Marketing";"region_16";"m";"sourcing";2;25;1;0;48;"No"
3.0;0;10323;"Sales & Marketing";"region_22";"m";"sourcing";2;28;5;0;52;"No"
4.0;0;61669;"Sales & Marketing";"region_2";"m";"other";1;30;4;0;51;"No"
4.0;1;77471;"Finance";"region_2";"m";"other";1;25;2;0;62;"No"
5.0;0;57367;"Sales & Marketing";"region_13";"m";"sourcing";1;30;4;0;55;"No"
3.1974214343271554;1;76621;"Procurement";"region_2";"m";"other";1;24;1;0;73;"No"
3.0;0;13635;"Operations";"region_15";"m";"other";1;33;5;0;63;"Yes"
3.0;1;551;"Procurement";"region_2";"m";"other";2;24;2;0;73;"No"
3.0;1;20005;"Technology";"region_13";"f";"sourcing";1;24;2;0;82;"No"
4.0;0;54027;"Sales & Marketing";"region_15";"m";"other";1;31;5;0;50;"No"
3.1974214343271554;1;61407;"HR";"region_2";"m";"sourcing";1;24;1;0;49;"Yes"
3.0;0;10581;"Technology";"region_2";"f";"other";1;38;9;0;77;"No"
3.1974214343271554;0;62806;"Sales & Marketing";"region_7";"m";"sourcing";1;24;1;0;53;"No"
4.0;0;17856;"Operations";"region_2";"f";"other";1;32;8;0;60;"No"
3.1974214343271554;0;11708;"Sales & Marketing";"region_28";"m";"other";1;29;1;0;51;"No"
4.0;1;61420;"Technology";"region_2";"f";"sourcing";1;21;2;0;82;"No"
5.0;0;22170;"HR";"region_2";"m";"sourcing";1;36;10;0;45;"No"
3.0;0;39110;"Operations";"region_9";"m";"other";1;28;5;0;62;"No"
1.0;0;37139;"Sales & Marketing";"region_15";"m";"other";1;35;3;0;50;"No"
2.0;0;40680;"Sales & Marketing";"region_9";"m";"other";1;30;5;0;46;"No"
4.0;0;69603;"Operations";"region_2";"m";"sourcing";1;36;2;0;61;"No"
2.0;0;33217;"Analytics";"region_22";"m";"sourcing";1;30;2;0;81;"No"
1.0;1;76590;"Technology";"region_2";"m";"other";3;24;2;0;79;"No"
2.0;1;36745;"Technology";"region_2";"m";"referred";1;24;1;0;76;"No"
3.0;0;6496;"Sales & Marketing";"region_2";"m";"other";2;47;10;0;50;"No"
5.0;0;60061;"Analytics";"region_2";"m";"sourcing";1;23;2;0;87;"No"
3.0;0;47237;"Sales & Marketing";"region_14";"m";"sourcing";2;25;2;0;50;"No"
3.0;0;74497;"Sales & Marketing";"region_11";"m";"other";1;36;9;0;49;"No"
3.1974214343271554;0;12491;"Operations";"region_2";"f";"other";1;29;1;0;55;"No"
3.1974214343271554;1;41339;"Operations";"region_2";"f";"other";1;23;1;0;58;"No"
3.1974214343271554;0;51433;"Sales & Marketing";"region_22";"m";"sourcing";2;23;1;0;50;"No"
5.0;0;29898;"Sales & Marketing";"region_23";"m";"sourcing";1;39;2;0;51;"No"
3.0;0;68736;"Procurement";"region_2";"f";"sourcing";1;38;5;0;70;"No"
3.1974214343271554;0;68707;"Sales & Marketing";"region_32";"m";"other";1;23;1;0;50;"No"
4.0;0;46272;"Analytics";"region_7";"m";"sourcing";1;27;2;0;90;"No"
3.0;0;44775;"Sales & Marketing";"region_26";"m";"other";1;22;2;0;48;"No"
3.0;1;61897;"Finance";"region_7";"m";"other";1;24;2;0;73;"Yes"
3.0;0;29299;"Operations";"region_15";"m";"other";1;37;3;0;62;"No"
5.0;1;70722;"HR";"region_2";"f";"other";1;21;2;0;50;"No"
3.0;0;13727;"Sales & Marketing";"region_28";"m";"other";1;30;3;0;52;"No"
3.0;0;62067;"Operations";"region_2";"m";"sourcing";1;38;7;0;58;"No"
3.1974214343271554;1;16285;"Technology";"region_6";"m";"other";1;23;1;0;80;"No"
5.0;0;43823;"Sales & Marketing";"region_5";"m";"other";1;23;2;0;48;"No"
3.1974214343271554;1;75828;"Technology";"region_2";"f";"other";1;25;1;0;83;"No"
3.0;0;25250;"Sales & Marketing";"region_7";"m";"sourcing";1;24;2;0;47;"No"
4.0;0;64439;"HR";"region_2";"f";"other";1;43;9;0;52;"No"
3.0;1;26727;"Technology";"region_2";"f";"referred";1;24;2;0;78;"No"
4.0;0;27121;"Sales & Marketing";"region_2";"m";"sourcing";1;45;6;0;50;"No"
4.0;0;39539;"Analytics";"region_32";"m";"sourcing";1;24;2;0;82;"No"
5.0;1;76653;"Procurement";"region_26";"m";"sourcing";1;25;2;0;74;"Yes"
3.0;0;9408;"Analytics";"region_22";"m";"other";2;27;6;0;85;"No"
3.1974214343271554;0;43478;"Analytics";"region_26";"m";"other";1;28;1;0;81;"No"
5.0;0;55628;"Analytics";"region_22";"m";"sourcing";2;27;2;0;83;"No"
1.0;1;52182;"Technology";"region_2";"m";"sourcing";1;22;2;0;79;"No"
3.1974214343271554;0;21436;"Sales & Marketing";"region_5";"m";"sourcing";1;23;1;0;55;"No"
3.1974214343271554;1;42282;"Operations";"region_2";"m";"sourcing";1;25;1;0;59;"No"
1.0;0;75027;"Sales & Marketing";"region_2";"m";"other";1;35;4;0;54;"No"
3.1974214343271554;1;15029;"Procurement";"region_22";"m";"sourcing";3;24;1;0;67;"No"
3.0;0;61410;"Sales & Marketing";"region_7";"m";"other";1;28;2;0;55;"No"
5.0;1;53806;"Procurement";"region_2";"f";"other";1;23;2;0;64;"No"
2.0;0;29955;"Sales & Marketing";"region_13";"m";"sourcing";1;26;5;0;50;"No"
1.0;0;59277;"Sales & Marketing";"region_16";"m";"other";1;31;7;0;47;"No"
3.1974214343271554;0;287;"Sales & Marketing";"region_22";"m";"sourcing";1;22;1;0;62;"Yes"
3.1974214343271554;0;10089;"Analytics";"region_32";"m";"other";1;28;1;0;84;"No"
3.0;0;36431;"Operations";"region_26";"m";"sourcing";1;29;2;0;58;"No"
3.0;0;44767;"Sales & Marketing";"region_2";"m";"sourcing";1;45;7;0;52;"No"
3.0;0;37009;"Operations";"region_15";"m";"other";1;40;6;0;64;"No"
1.0;0;74537;"Sales & Marketing";"region_26";"m";"other";1;37;8;0;47;"No"
5.0;0;71962;"Sales & Marketing";"region_2";"m";"sourcing";1;31;4;0;48;"No"
3.1974214343271554;0;46918;"Sales & Marketing";"region_2";"m";"sourcing";1;22;1;0;49;"No"
3.0;0;17245;"Operations";"region_7";"m";"sourcing";1;34;7;0;61;"No"
3.1974214343271554;1;26181;"HR";"region_2";"m";"other";1;23;1;0;49;"No"
3.1974214343271554;0;76437;"Sales & Marketing";"region_7";"m";"other";3;25;1;0;47;"No"
3.1974214343271554;1;44118;"Technology";"region_2";"f";"sourcing";1;24;1;0;82;"No"
3.0;1;66336;"Finance";"region_2";"m";"other";1;21;1;0;62;"No"
5.0;0;65004;"Sales & Marketing";"region_2";"m";"sourcing";2;25;3;0;48;"No"
5.0;0;35684;"Sales & Marketing";"region_7";"m";"other";1;25;3;0;50;"Yes"
5.0;0;27060;"Analytics";"region_22";"m";"sourcing";2;29;4;0;89;"No"
3.0;0;26269;"Sales & Marketing";"region_2";"f";"other";1;59;13;0;47;"No"
3.0;0;55710;"Analytics";"region_28";"m";"sourcing";1;34;6;0;86;"Yes"
2.0;1;5675;"Procurement";"region_22";"m";"sourcing";1;28;4;0;69;"No"
5.0;1;17815;"Technology";"region_2";"m";"other";3;25;2;0;91;"Yes"
1.0;0;6839;"Sales & Marketing";"region_2";"m";"sourcing";1;25;3;0;49;"No"
3.0;0;27646;"Sales & Marketing";"region_2";"f";"other";1;53;22;0;47;"No"
3.0;0;60984;"Analytics";"region_15";"m";"other";1;34;4;0;83;"No"
3.1974214343271554;1;58047;"Finance";"region_2";"m";"other";1;20;1;0;60;"No"
2.0;0;73970;"Sales & Marketing";"region_26";"m";"sourcing";1;23;1;0;49;"No"
4.0;0;57162;"Analytics";"region_22";"m";"other";1;30;2;0;86;"No"
3.0;1;54952;"Legal";"region_2";"m";"other";1;28;3;0;59;"No"
4.0;0;423;"Sales & Marketing";"region_22";"m";"other";1;29;5;0;51;"No"
4.0;1;8694;"Procurement";"region_2";"m";"other";1;21;2;0;69;"No"
3.0;0;30625;"Sales & Marketing";"region_2";"m";"other";3;38;7;0;45;"No"
4.0;0;76233;"Sales & Marketing";"region_15";"m";"sourcing";1;39;7;0;51;"No"
3.1974214343271554;0;42100;"Sales & Marketing";"region_3";"m";"other";1;24;1;0;51;"No"
5.0;1;31909;"Operations";"region_7";"m";"sourcing";1;26;5;0;62;"No"
3.1974214343271554;1;54228;"Technology";"region_2";"f";"sourcing";2;23;1;0;76;"No"
